# RDB data retrieved from Oracle.
#
# $Log$
# tsql nwisor -rdb 'select r.*, G.* from gw_reflist r right join gw_gwdd g on g.edit_table_nm = r.gw_ed_tbl_nm ' |# 02/19/2019 21:10:55, llorzol
#
gw_ed_tbl_nm	gw_ref_cd	gw_ref_nm	gw_sort_nu	gw_ref_ds	gw_valid_fg	parameter_cd	parameter_nm	col_width_nu	parameter_tp	parameter_var_nm	mtrc_unit_fc	mtrc_unit_prec_fc	insert_file_nm	insert_subfile_nm	start_byte_nu	parameter_len_nu	parameter_ptr_va	sig_fig_vector_tx	mandatory_fg	special_test_nu	edit_table_nm	head_1_tx	head_2_tx	head_3_tx	english_unit_tx	metric_unit_tx	missing_tx	reflist_insert_cd	reflist_update_cd	reflist_check_cd	valid_codes_nu	edit_table_nm_len_nu	record_type_nu	sub_record_type_nu	edit_option_tx	district_default_opt_nu	district_default_tx	table_nm	column_nm	gwdd_mn	gwdd_md
24s	128s	16s	9n	255s	1s	5s	50s	9n	2s	32s	8s	2s	32s	32s	9n	9n	5s	10s	1s	9n	24s	32s	32s	32s	32s	32s	32s	1s	1s	1s	9n	9n	9n	9n	6s	9n	128s	32s	32s	8s	25d
scorac	1	Tenth second	6	Accurate to + or - .1  sec (Differentially-Corrected GPS).	Y	C011	Lat/Long accuracy code	8	22	SCORAC	 0	 0	SITE	none	171	1	 0		X	49	scorac	  LAT	  LONG	ACCURACY	  CODE	  CODE	--	6	2	6	13	6	1	0	YYYYYY	0		sitefile_##	coord_acy_cd	nwis	20-NOV-2018 20:48:01
						C012	Local well number	17	23	SNAME	 0	 0	SITE	none	70	24	 0		Y	41	sname				LOCAL WELL NUMBER	LOCAL WELL NUMBER	--	6	6	6	0	5	1	0	YYYYYN	0		sitefile_##	station_nm	nwis	20-NOV-2018 20:48:01
slndnt	******S???T?????R??????	Template --old--	1	Land Net	N	C013	Land-net location	8	23	SLNDNT	 0	 0	SITE	none	192	23	 0		N	0	slndnt		 LAND-	  NET	LOCATION	LOCATION	--	2	2	2	0	6	1	0	YYYYNY	0		sitefile_##	land_net_ds	nwis	20-NOV-2018 22:35:37
						C014	Name of location map	8	23	SMAP	 0	 0	SITE	none	215	20	 0		N	0	smap		LOCATION	  MAP	  NAME	  NAME	--	2	2	2	0	4	1	0	YYYYNN	0		sitefile_##	map_nm	nwis	20-NOV-2018 20:48:01
						C015	Scale of location map	8	11	SMSCAL	 0	 0	SITE	none	235	7	 0		N	0	smscal		LOCATION	  MAP	 SCALE	 SCALE	--	2	2	2	0	6	1	0	YYYYNN	0		sitefile_##	map_scale_fc	nwis	20-NOV-2018 20:48:01
						C016	Altitude of land surface	8	12	SDATUM	 0.3048	 0	SITE	none	242	8	 0	2223456662	N	7	sdatum	ALTITUDE	OF LAND	SURFACE	 (FEET)	(METERS)	--	2	2	2	0	6	1	0	YYYYYN	0		sitefile_##	alt_va	nwis	20-NOV-2018 20:48:01
saltmt	W	GNSS1-Qual Lvl 1	12	GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	Z	GNSS4-Qual Lvl 4	15	GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	Y	GNSS3-Qual Lvl 3	14	GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	X	GNSS2-Qual Lvl 2	13	GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	U	Unknown	11	Unknown.	N	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	R	Reported	10	Reported method of determination.	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	N	DEM	9	Interpolated from Digital Elevation Model	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	M	Map	8	Interpolated from topographic map.	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	L	Level	7	Level or other surveyed method.	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	J	LiDAR	6	Light Detection And Ranging, airplane	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	I	IfSAR	5	Interferometric Synthetic Aperture Radar, airplane	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	G	GPS	4	Global Positioning System.	N	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	F	SGPS	3	Survey-grade GPSF	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	D	DGPS	2	Differentially corrected Global Positioning System.	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltmt	A	Altimeter	1	Altimeter.	Y	C017	Method altitude determined	10	21	SALTMT	 0	 0	SITE	none	250	1	 0		X	12	saltmt	  METHOD	 ALTITUDE	DETERMINED	  (CODE)	  (CODE)	--	6	6	6	15	6	1	0	YYYYYY	0		sitefile_##	alt_meth_cd	nwis	20-NOV-2018 20:48:01
saltac	999	Maximum+	2	 Accuracy	Y	C018	Altitude accuracy	8	12	SALTAC	 0.3048	 0	SITE	none	251	3	 0	3333333332	X	12	saltac		ALTITUDE	ACCURACY	 (FEET)	(METERS)	--	6	2	6	-3	6	1	0	YYYYYY	0		sitefile_##	alt_acy_va	nwis	20-NOV-2018 20:48:01
saltac	.01	Minimum-	1	 Accuracy	Y	C018	Altitude accuracy	8	12	SALTAC	 0.3048	 0	SITE	none	251	3	 0	3333333332	X	12	saltac		ALTITUDE	ACCURACY	 (FEET)	(METERS)	--	6	2	6	-3	6	1	0	YYYYYY	0		sitefile_##	alt_acy_va	nwis	20-NOV-2018 20:48:01
stopo	W	Upland draw	18	Small natural drainageway	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	V	Valley flat	17	Low flat area between the valley walls and bordering a stream channel.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	U	Undulating	16	Topography is characteristic of areas which have many small depressions and low mounds.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	T	Alluvial terrace	15	Generally a flat surface, usually parallel to but elevated above a stream valley or coast line.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	S	Hillside	14	Sloping side of hill, the area between the hilltop and valley flat.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	P	Pediment	13	Plain of combined erosion and deposition that forms at the foot of a mountain range.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	O	Offshore	12	Site along a coast or estuary that is continuously submerged.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	M	Mangrove swamp	11	Tropical or subtropical marine swamp characterized by abundant mangrove trees.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	L	Lake or Swamp	10	Inland lake, swamp, or marsh where the ground may be saturated or water stands above the land surface.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	K	Sinkhole	9	Depression that results from the dissolving of soluble rocks and collapse into the solution cavity.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	H	Hilltop	8	Upper part of a hill or ridge above a well-defined break in slope.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	G	Flood plain	7	Smooth land surface adjacent to a river channel that is flooded when the river overflows its banks.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	F	Flat surface	6	May be part of a larger feature, such as a plateau, plain, or pediment.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	E	Dunes	5	Mounds and ridges of windblown, or eolian sand.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	D	Local depression	4	An area that has no external surface drainage.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	C	Stream channel	3	Bed in which a natural stream of water runs.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	B	Playa	2	Undrained desert basin in which water accumulates and is quickly evaporated.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
stopo	A	Alluvial fan	1	Stream deposit of loose rock material where it issues from a narrow mountain valley upon a plain.	Y	C019	Topographic setting	7	21	STOPO	 0	 0	SITE	none	282	1	 0		N	0	stopo		 TOPO-	GRAPHIC	SETTING	SETTING	--	2	2	2	18	5	1	0	YYYYNY	0		sitefile_##	topo_cd	nwis	20-NOV-2018 20:48:01
						C020	Hydrologic unit code	10	22	SHUC	 0	 0	SITE	none	264	16	 0		N	0	shuc		HYDROLOGIC	   UNIT	  (OWDC)	  (OWDC)	--	2	2	2	0	4	1	0	YYYYNY	0		sitefile_##	huc_cd	nwis	20-NOV-2018 20:48:01
mmdate	16000101	Minimum-	1	 date	Y	C021	Date well constructed	11	31	SCONDT	 0	 0	SITE	none	477	8	 0		N	8	mmdate		   DATE	   WELL	CONSTRUCTED	CONSTRUCTED	--	2	2	2	-1	6	1	0	YYYYYN	0		sitefile_##	construction_dt	nwis	20-NOV-2018 20:48:01
saltdm	PRVD02	Puerto Rico	4	Puerto Rico Vertical Datum of 2002	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	BARGECANAL	NY Barge Canal	11	New York State Barge Canal datum	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	LMSL	Local Mean SL	5	Local Mean Sea Level	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	TIDELOCAL	Tidal Local	16	Local Tidal Datum	N	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	OLDPR	Old PR & VI	12	Old Puerto Rico and Virgin Island Datum	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	OLDAK	Old Alaska	3	Old Alaska (Mainland) and Aleutian Island Datum	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	NMVD03	N Marianas Datum	8	Northern Marianas Vertical Datum of 2003	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	NGVD29	V Datum of 1929	1	National Geodetic Vertical Datum of 1929	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	NAVD88	V Datum of 1988	2	North American Vertical Datum of 1988	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	IGLD	Gr Lakes Datum	9	International Great Lakes Datum	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	HILOCAL	Hawaii Local	13	Local Hawaiian Datum	N	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	GUVD04	Guam Datum	6	Guam Vertical Datum of 2004	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	GULOCAL	Guam Local	15	Local Guam Datum	N	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	COE1912	COE Datum 1912	10	U.S. Corps of Engineers datum adjustment 1912	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	ASVD02	Am Samoa Datum	7	American Samoa Vertical Datum of 2002	Y	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
saltdm	ASLOCAL	Am Samoa Local	14	Local American Samoa Datum	N	C022	Altitude Datum	8	22	SALTDM	 0	 0	SITE	none	254	10	 0		X	63	saltdm		ALTITUDE	 DATUM	 (CODE)	 (CODE)	--	6	6	6	16	6	1	0	YYYYYY	0		sitefile_##	alt_datum_cd	nwis	20-NOV-2018 20:48:01
suse1	N	Unknown	8	Unknown, Not enough information available to determine use of site.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	Z	Destroyed	18	Site that is no longer in existence.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	X	Waste-disposal	17	Site that is used to convey waste fluid into an underground zone.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	W	Withdrawal	16	Site that supplies water for one of the purposes shown under use of water.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	V	Wthdrwl/Rtrn	15	Groundwater sites that are used both to withdraw and inject water to a well.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	U	Unused	14	An abandoned water-supply site or one for which no use is contemplated.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	T	Test	13	Hole that was drilled for water, or for geologic or hydrogeologic testing.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	S	Repressurize	12	Pumping of water into an aquifer to increase the pressure in the aquifer for a specific purpose.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	R	Recharge	11	Site constructed for, or converted for, use in replenishing the aquifer.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	P	Oil or gas	10	Well or hole drilled in search of, or for production of, petroleum or gas.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	O	Observation	9	Cased test hole or well drilled either for water-level or for water-quality observations.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	M	Mine	7	Any tunnel, shaft, or other excavation constructed for the extraction of minerals.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	H	Heat reservoir	6	Well in which a fluid is circulated in a closed system.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	G	Seismic	5	Hole drilled for seismic exploration.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	E	Geothermal	4	Well drilled for geothermal energy development.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	D	Drain	3	For the drainage of surface water underground.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	C	Standby	2	Standby emergency supply used only when the principal supplier of water is unavailable.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
suse1	A	Anode	1	Hole used as an electrical anode.	Y	C023	Primary use of site	7	21	SUSE1	 0	 0	SITE	none	485	1	 0		X	9	suse1	PRIMARY	  USE	  OF	 SITE	 SITE	--	2	2	2	18	5	1	0	YYYYYY	0		sitefile_##	site_use_1_cd	nwis	20-NOV-2018 20:48:01
swuse	Z	Other	20	Miscellaneous uses of the water not included in other categories.	Y	C024	Primary use of water	7	21	SWUSE1	 0	 0	SITE	none	488	1	 0		N	38	swuse	PRIMARY	  USE	  OF	 WATER	 WATER	--	2	2	2	20	5	1	0	YYYYYY	0		sitefile_##	water_use_1_cd	nwis	20-NOV-2018 20:48:02
